,loss,binary_accuracy,iou,dice_coefficients,val_loss,val_binary_accuracy,val_iou,val_dice_coefficients
48,-0.8763277530670166,0.9976577162742615,0.7841895222663879,0.876339852809906,-0.8985375165939331,0.9978876709938049,0.8254955410957336,0.9030666351318359
49,-0.889083981513977,0.9978182315826416,0.8028291463851929,0.8890854716300964,-0.8956875801086426,0.9980323910713196,0.8126670718193054,0.8956875801086426
50,-0.8891999125480652,0.9978581070899963,0.8028124570846558,0.8892090320587158,-0.8982737064361572,0.9978438019752502,0.828136682510376,0.9047916531562805
51,-0.890572726726532,0.9979035258293152,0.8069403767585754,0.8905807733535767,-0.8808662295341492,0.9980420470237732,0.7905535101890564,0.8808662295341492
52,-0.871301531791687,0.9975307583808899,0.7764567136764526,0.8713109493255615,-0.8759056925773621,0.9980292320251465,0.7849738001823425,0.8759056925773621
53,-0.8840228319168091,0.9977463483810425,0.7948440313339233,0.8840357661247253,-0.8492691516876221,0.9970739483833313,0.756608247756958,0.858707845211029
54,-0.8883302807807922,0.9978015422821045,0.80135577917099,0.8883312344551086,-0.9038447737693787,0.9984757304191589,0.8276322484016418,0.9038447737693787
55,-0.8899425864219666,0.9978590607643127,0.8042536973953247,0.8899291157722473,-0.8957177996635437,0.9981798529624939,0.808160126209259,0.8917062878608704
56,-0.8915250897407532,0.9978733062744141,0.8072168827056885,0.8915303349494934,-0.9010762572288513,0.9980214834213257,0.815710723400116,0.8970239162445068
57,-0.8890206813812256,0.9978446960449219,0.8032581806182861,0.8889998197555542,-0.852813720703125,0.9967389702796936,0.7469313740730286,0.852813720703125
58,-0.888884961605072,0.9978299736976624,0.8028538227081299,0.8888943195343018,-0.851436972618103,0.9978949427604675,0.7268372178077698,0.8331668972969055
59,-0.8962270021438599,0.9979633092880249,0.814633309841156,0.8962249755859375,-0.8971043229103088,0.9982309937477112,0.8154897689819336,0.8971043229103088
60,-0.8928274512290955,0.9978650808334351,0.8087549209594727,0.8928410410881042,-0.901017963886261,0.9978378415107727,0.8226951956748962,0.901017963886261
